fid,osm_id,structural_openness,number_of_floors,vegetation,material_rooftop,material_wall
5013,1003974349,closed_structure,one,yes,unclear,concrete
5017,1003974374,unclear,one,yes,unclear,concrete
5020,1003974384,closed_structure,one,yes,metal,concrete
5021,1003974387,closed_structure,one,yes,metal,concrete
5035,1003974593,closed_structure,one,yes,metal,concrete
5039,1003974623,closed_structure,one,yes,metal,concrete
5041,1003974632,closed_structure,one,yes,metal,concrete
5044,1003974655,unclear,one,yes,metal,unclear
5045,1003974666,closed_structure,one,yes,metal,concrete
5046,1003974688,unclear,unclear,yes,metal,unclear
5047,1003974741,closed_structure,one,yes,unclear,concrete
5050,1003974745,closed_structure,one,yes,metal,concrete
5051,1003974747,closed_structure,one,yes,shingles,concrete
5059,1003974823,closed_structure,three,yes,concrete,concrete
5060,1003974824,closed_structure,one,yes,metal,concrete
5064,1003974863,closed_structure,one,yes,metal,concrete
5074,1003975006,closed_structure,one,yes,shingles,concrete
5075,1003975021,closed_structure,one,yes,unclear,concrete
5076,1003975027,closed_structure,one,yes,metal,concrete
5078,1003975041,closed_structure,one,yes,metal,concrete
5081,1003975074,closed_structure,one,yes,metal,concrete
5094,1003975317,closed_structure,one,yes,metal,concrete
5095,1003975334,closed_structure,one,yes,metal,concrete
5100,1003975362,unclear,one,yes,unclear,concrete
5103,1003975420,closed_structure,one,yes,metal,concrete
5104,1003975425,closed_structure,four_plus,yes,unclear,concrete
5106,1003975470,unclear,one,yes,metal,metal
5117,1003975548,closed_structure,one,yes,metal,concrete
5118,1003975554,closed_structure,one,yes,unclear,concrete
5120,1003975566,closed_structure,four_plus,yes,metal,concrete
5122,1003993631,closed_structure,one,yes,metal,concrete
5124,1003993643,closed_structure,one,yes,metal,concrete
5126,1003993651,closed_structure,one,yes,metal,concrete
5130,1003993685,closed_structure,one,yes,metal,concrete
5136,1003993714,closed_structure,one,yes,metal,concrete
5137,1003993718,closed_structure,one,yes,metal,concrete
5140,1003993724,closed_structure,one,yes,metal,concrete
5145,1003993771,unclear,one,yes,metal,metal
5146,1003993775,closed_structure,one,yes,metal,concrete
5147,1003993779,closed_structure,one,yes,metal,concrete
5152,1003993808,closed_structure,one,yes,metal,concrete
5153,1003993834,closed_structure,one,yes,metal,concrete
5155,1003993837,closed_structure,one,yes,metal,concrete
5161,1003993880,closed_structure,one,yes,metal,concrete
5162,1003993889,closed_structure,one,yes,metal,concrete
5165,1003993922,unclear,unclear,yes,unclear,unclear
5166,1003993924,unclear,one,yes,unclear,unclear
5170,1003993974,closed_structure,one,yes,metal,concrete
5178,1003994054,closed_structure,one,no,metal,concrete
5179,1003994083,closed_structure,one,yes,metal,concrete
5191,1003994158,closed_structure,one,yes,metal,concrete
5192,1003994166,closed_structure,one,yes,metal,concrete
5195,1003994216,closed_structure,one,yes,metal,concrete
5209,1003994284,closed_structure,one,yes,metal,concrete
5212,1003994314,closed_structure,one,yes,metal,concrete
5215,1003994336,closed_structure,one,yes,metal,concrete
5217,1003994344,closed_structure,one,yes,metal,concrete
5220,1003994374,closed_structure,one,yes,metal,concrete
5226,1003994416,closed_structure,one,yes,shingles,concrete
5228,1003994448,closed_structure,one,yes,metal,concrete
5231,1003994493,unclear,one,yes,metal,concrete
5235,1003994508,closed_structure,one,yes,metal,concrete
5238,1003994523,closed_structure,one,yes,metal,concrete
5239,1003994528,unclear,one,yes,metal,unclear
5243,1003994553,closed_structure,one,no,metal,concrete
5248,1003994587,closed_structure,one,yes,shingles,concrete
5249,1003994590,unclear,one,yes,metal,concrete
5254,1003994635,closed_structure,one,yes,metal,concrete
5255,1003994638,closed_structure,one,yes,metal,concrete
5256,1003994648,closed_structure,one,yes,metal,concrete
5258,1003994687,closed_structure,one,yes,metal,concrete
5261,1003994705,closed_structure,one,yes,metal,concrete
5262,1003994706,closed_structure,one,yes,metal,concrete
5264,1003994716,closed_structure,one,yes,metal,concrete
5266,1003994733,closed_structure,one,yes,metal,concrete
5267,1003994734,closed_structure,one,yes,metal,concrete
5270,1003994765,closed_structure,one,yes,metal,concrete
5273,1003994785,closed_structure,one,yes,metal,metal
5275,1003994795,closed_structure,one,yes,shingles,metal
5281,1003994827,partial,one,yes,metal,metal
5290,1003994859,closed_structure,one,yes,unclear,concrete
5298,1003994914,closed_structure,one,yes,shingles,concrete
5299,1003994924,closed_structure,one,yes,metal,concrete
5300,1003994931,closed_structure,one,yes,metal,concrete
5312,1003995050,closed_structure,one,yes,metal,concrete
5313,1003995055,closed_structure,one,yes,metal,concrete
5319,1003995096,closed_structure,one,yes,metal,concrete
5325,1003995126,closed_structure,one,yes,metal,concrete
5326,1003995129,closed_structure,one,yes,shingles,concrete
5339,1003995233,unclear,one,yes,unclear,concrete
5340,1003995234,closed_structure,one,yes,metal,concrete
5343,1003995238,closed_structure,one,yes,metal,concrete
5348,1003995266,closed_structure,one,yes,unclear,concrete
5353,1003995296,closed_structure,one,yes,metal,concrete
5354,1003995327,closed_structure,one,yes,metal,concrete
5356,1003995343,closed_structure,one,yes,metal,concrete
5358,1003995345,closed_structure,two,yes,metal,concrete
5361,1003995362,unclear,one,yes,metal,concrete
5366,1003995384,closed_structure,one,yes,metal,concrete
5369,1003995392,closed_structure,one,yes,metal,concrete
5371,1003995397,closed_structure,one,yes,metal,concrete
5376,1003995423,closed_structure,one,yes,metal,concrete
5378,1003995447,closed_structure,one,yes,metal,concrete
5380,1003995468,closed_structure,one,yes,metal,concrete
5381,1003995471,closed_structure,one,yes,metal,concrete
5383,1003995487,closed_structure,one,yes,metal,concrete
5385,1003995499,closed_structure,one,yes,metal,concrete
5390,1003995539,unclear,one,yes,metal,unclear
5392,1003995544,closed_structure,one,yes,metal,concrete
5397,1003995596,closed_structure,one,yes,metal,concrete
5401,1003995616,closed_structure,one,yes,metal,concrete
5402,1003995621,closed_structure,one,yes,metal,concrete
5406,1003995628,closed_structure,one,yes,metal,concrete
5412,1003995651,closed_structure,one,yes,metal,concrete
5414,1003995661,closed_structure,one,yes,metal,concrete
5416,1003995665,closed_structure,one,yes,metal,concrete
5417,1003995671,closed_structure,one,yes,metal,concrete
5421,1003995713,closed_structure,one,yes,metal,concrete
5430,1003995755,closed_structure,one,yes,metal,concrete
5433,1003995780,closed_structure,one,yes,metal,concrete
5435,1003995787,closed_structure,one,yes,unclear,concrete
5440,1003995803,closed_structure,two,yes,shingles,concrete
5441,1003995807,closed_structure,one,yes,metal,concrete
5446,1003995821,closed_structure,one,yes,metal,concrete
5448,1003995834,closed_structure,one,yes,metal,concrete
5450,1003995846,closed_structure,one,yes,metal,concrete
5453,1003995870,closed_structure,one,yes,metal,concrete
5454,1003995871,closed_structure,one,yes,metal,concrete
5458,1003995924,partial,one,yes,metal,metal
5459,1003995925,closed_structure,one,yes,metal,concrete
5463,1003995956,closed_structure,one,yes,metal,concrete
5465,1003995961,closed_structure,one,yes,metal,concrete
5475,1003996017,closed_structure,one,yes,metal,concrete
5478,1003996042,closed_structure,one,yes,unclear,concrete
5479,1003996048,closed_structure,one,yes,metal,concrete
5485,1003996078,closed_structure,one,yes,metal,concrete
5486,1003996092,closed_structure,one,yes,unclear,concrete
5491,1003996132,closed_structure,one,yes,metal,concrete
5493,1003996141,closed_structure,one,yes,metal,concrete
5495,1003996150,closed_structure,one,yes,unclear,concrete
5504,1003996185,closed_structure,one,yes,metal,concrete
5506,1003996190,closed_structure,one,yes,metal,concrete
5508,1003996204,closed_structure,one,yes,metal,concrete
5523,1003996289,closed_structure,one,yes,metal,concrete
5526,1003996301,closed_structure,one,yes,metal,concrete
5529,1003996319,closed_structure,one,yes,metal,concrete
5537,1003996363,closed_structure,one,yes,metal,concrete
5539,1003996398,closed_structure,two,yes,concrete,concrete
5541,1003996415,closed_structure,one,yes,metal,concrete
5542,1003996424,closed_structure,two,yes,shingles,brick
5543,1003996427,closed_structure,one,yes,metal,concrete
5545,1003996437,closed_structure,one,yes,metal,concrete
5547,1003996450,closed_structure,one,yes,metal,concrete
5549,1003996456,closed_structure,one,yes,metal,concrete
5562,1003996538,closed_structure,one,yes,metal,concrete
5568,1003996568,closed_structure,one,yes,metal,concrete
5569,1003996575,closed_structure,one,yes,metal,concrete
5571,1003996581,closed_structure,three,yes,concrete,concrete
5574,1003996599,closed_structure,one,yes,metal,concrete
5577,1003996631,closed_structure,one,yes,metal,concrete
5584,1003996684,closed_structure,one,yes,metal,concrete
5585,1003996688,closed_structure,one,yes,metal,concrete
5586,1003996692,closed_structure,one,yes,metal,concrete
5592,1003996742,closed_structure,one,yes,metal,concrete
5594,1003996757,closed_structure,unclear,yes,shingles,concrete
5600,1003996792,closed_structure,one,yes,metal,concrete
5602,1003996804,closed_structure,one,yes,metal,concrete
5604,1003996811,closed_structure,one,yes,metal,concrete
5608,1003996836,unclear,unclear,yes,metal,unclear
5610,1003996840,closed_structure,one,yes,metal,concrete
5611,1003996861,closed_structure,one,yes,unclear,concrete
5614,1003996894,closed_structure,one,yes,metal,concrete
5621,1003996956,closed_structure,one,yes,metal,concrete
5622,1003996971,closed_structure,one,yes,metal,brick
5623,1003997000,closed_structure,one,yes,metal,concrete
5626,1003997025,closed_structure,one,yes,metal,concrete
5631,1003997055,closed_structure,one,yes,metal,concrete
5633,1003997058,closed_structure,one,yes,unclear,concrete
5634,1003997061,closed_structure,one,yes,metal,concrete
5635,1003997062,closed_structure,one,no,metal,concrete
5638,1003997073,closed_structure,one,yes,metal,concrete
5639,1003997076,closed_structure,one,yes,metal,concrete
5642,1003997093,closed_structure,one,yes,metal,concrete
5643,1003997096,closed_structure,one,yes,metal,concrete
5644,1003997098,closed_structure,one,yes,metal,concrete
5647,1003997126,closed_structure,one,yes,metal,concrete
5654,1003997256,closed_structure,one,yes,metal,metal
5657,1003997272,partial,one,yes,metal,concrete
5659,1003997298,closed_structure,one,yes,metal,concrete
5660,1003997302,closed_structure,two,yes,shingles,concrete
5661,1003997303,closed_structure,one,yes,metal,concrete
5662,1003997310,partial,one,yes,metal,concrete
5664,1003997323,closed_structure,two,yes,concrete,concrete
5667,1003997349,closed_structure,one,yes,metal,concrete
5668,1003997358,closed_structure,one,yes,metal,concrete
5670,1003997376,closed_structure,one,yes,metal,concrete
5674,1003997399,closed_structure,one,yes,unclear,concrete
5679,1003997434,closed_structure,one,yes,metal,concrete
5683,1003997450,closed_structure,one,yes,metal,concrete
5685,1003997457,closed_structure,one,yes,metal,concrete
5691,1003997485,closed_structure,one,yes,metal,concrete
5693,1003997503,closed_structure,one,yes,metal,concrete
5696,1003997514,closed_structure,one,yes,metal,concrete
5699,1003997534,closed_structure,one,yes,metal,concrete
5704,1003997551,closed_structure,one,no,metal,concrete
5705,1003997558,closed_structure,one,no,metal,concrete
5706,1003997559,closed_structure,one,yes,shingles,concrete
5710,1003997592,closed_structure,one,yes,metal,concrete
5718,1003997657,closed_structure,one,yes,metal,concrete
5726,1003997696,closed_structure,one,yes,metal,concrete
5727,1003997700,closed_structure,one,yes,metal,concrete
5729,1003997721,closed_structure,one,yes,unclear,concrete
5733,1003997753,closed_structure,one,yes,metal,concrete
5734,1003997756,closed_structure,one,yes,metal,unclear
5735,1003997758,closed_structure,one,yes,metal,concrete
5740,1003997772,partial,one,yes,metal,metal
5741,1003997783,closed_structure,one,yes,metal,metal
5743,1003997792,unclear,one,yes,metal,unclear
5747,1003997806,closed_structure,one,yes,metal,concrete
5748,1003997807,closed_structure,one,yes,metal,concrete
5751,1003997820,closed_structure,one,yes,metal,concrete
5753,1003997850,closed_structure,one,yes,metal,concrete
5754,1003997853,closed_structure,one,yes,metal,concrete
5756,1003997860,closed_structure,one,yes,shingles,concrete
5757,1003997864,closed_structure,one,yes,metal,concrete
5758,1003997865,partial,one,yes,metal,metal
5764,1003997902,closed_structure,one,yes,metal,concrete
5772,1003997964,closed_structure,two,yes,metal,concrete
5777,1003997984,closed_structure,one,yes,metal,concrete
5778,1003997987,closed_structure,one,yes,metal,concrete
5784,1003998025,closed_structure,one,yes,metal,concrete
5786,1003998032,closed_structure,one,yes,metal,concrete
5788,1003998040,closed_structure,one,yes,metal,unclear
5789,1003998055,closed_structure,one,yes,metal,concrete
5790,1003998062,closed_structure,two,yes,metal,concrete
5798,1003998099,closed_structure,one,yes,metal,concrete
5809,1003998182,closed_structure,one,yes,metal,concrete
5810,1003998183,closed_structure,one,yes,metal,concrete
5815,13454100,closed_structure,one,no,metal,concrete
5820,1005597834,closed_structure,one,yes,unclear,concrete
5821,1005597835,closed_structure,one,yes,unclear,concrete
5822,1005597863,closed_structure,one,yes,metal,concrete
5833,1005597975,closed_structure,one,yes,metal,concrete
5840,1005598028,closed_structure,one,yes,unclear,concrete
5841,1005598060,closed_structure,one,yes,unclear,concrete
5843,1005598071,closed_structure,one,yes,unclear,concrete
5844,1005598093,closed_structure,one,yes,metal,concrete
5847,1005598107,partial,one,yes,metal,concrete
5852,1005598188,partial,one,yes,metal,unclear
5854,1005598202,partial,one,yes,metal,metal
5859,1005598222,partial,one,yes,metal,unclear
5860,1005598225,closed_structure,one,yes,metal,concrete
5864,1005598251,closed_structure,one,yes,unclear,concrete
5866,1005598281,closed_structure,one,yes,unclear,concrete
5867,1005598289,closed_structure,one,yes,unclear,concrete
5869,1005598305,closed_structure,one,yes,metal,concrete
5875,1005598360,closed_structure,one,yes,metal,concrete
5879,1005598399,closed_structure,one,yes,metal,concrete
5881,1005598403,closed_structure,one,yes,metal,concrete
5884,1005598446,closed_structure,one,yes,metal,concrete
5889,1005598487,closed_structure,one,yes,unclear,unclear
5895,1005598529,closed_structure,one,yes,metal,concrete
5905,1005598599,closed_structure,one,yes,unclear,concrete
5906,1005598612,closed_structure,one,yes,metal,concrete
5911,1005598642,closed_structure,one,yes,metal,concrete
5917,1005598677,closed_structure,one,yes,metal,concrete
5919,1005598689,partial,one,yes,metal,concrete
5920,1005598694,closed_structure,one,yes,metal,concrete
5921,1005598700,closed_structure,one,yes,metal,concrete
5929,1005598791,closed_structure,one,yes,metal,concrete
5932,1005598854,closed_structure,one,yes,metal,concrete
5937,1005598876,closed_structure,one,yes,metal,concrete
5939,1005598881,closed_structure,one,yes,metal,concrete
5942,1005598893,closed_structure,unclear,yes,metal,concrete
5945,1005598915,closed_structure,one,yes,metal,concrete
5946,1005598927,closed_structure,one,yes,metal,concrete
5949,1005598973,closed_structure,one,yes,shingles,concrete
5955,1005599023,closed_structure,one,yes,metal,concrete
5956,1005599024,closed_structure,one,yes,metal,concrete
5958,1005599054,closed_structure,one,yes,unclear,concrete
5959,1005599058,closed_structure,one,yes,metal,concrete
5966,1005599103,closed_structure,one,yes,metal,concrete
5967,1005599105,closed_structure,one,yes,unclear,concrete
5968,1005599110,closed_structure,one,yes,metal,concrete
5972,1005599119,closed_structure,one,yes,unclear,concrete
5975,1005887623,closed_structure,one,yes,metal,concrete
5981,1005887630,closed_structure,one,yes,metal,concrete
5982,1005887634,closed_structure,one,yes,unclear,concrete
5983,1005887635,closed_structure,one,yes,metal,concrete
5987,1005900040,closed_structure,unclear,yes,metal,unclear
5992,1005915551,closed_structure,one,yes,metal,concrete
5993,1005915564,closed_structure,one,yes,metal,concrete
6002,1007317955,closed_structure,one,yes,metal,concrete
6004,1007318086,closed_structure,one,yes,metal,concrete
6007,1007318113,closed_structure,one,yes,metal,concrete
6011,1007318267,closed_structure,one,yes,metal,concrete
6012,1007318375,closed_structure,one,yes,metal,concrete
6017,1007318768,closed_structure,one,yes,metal,concrete
6021,1007319005,closed_structure,one,yes,unclear,concrete
6022,1007319014,closed_structure,one,yes,metal,concrete
6023,1007319036,closed_structure,one,yes,metal,concrete
6033,1007319328,closed_structure,one,yes,metal,concrete
6036,1007319543,closed_structure,one,yes,unclear,concrete
6039,1007319773,closed_structure,one,yes,metal,concrete
6040,1007319779,closed_structure,one,yes,unclear,concrete
6043,1007320009,closed_structure,one,yes,metal,concrete
6050,1007320610,closed_structure,one,yes,metal,concrete
6051,1007320633,closed_structure,one,yes,metal,concrete
6053,1007320716,closed_structure,one,yes,metal,concrete
6054,1007320722,closed_structure,four_plus,yes,metal,concrete
6062,1007321099,closed_structure,one,yes,metal,concrete
6064,1007321154,closed_structure,one,yes,metal,concrete
6066,1007321216,closed_structure,one,yes,metal,concrete
6069,1007321438,closed_structure,one,yes,metal,concrete
6070,1007321463,closed_structure,one,yes,metal,concrete
6072,1007321582,closed_structure,two,yes,shingles,concrete
6075,1007321741,closed_structure,one,yes,metal,concrete
6081,1007322010,closed_structure,one,yes,metal,concrete
6082,1007322094,closed_structure,one,yes,metal,concrete
6090,1008050035,closed_structure,one,yes,metal,concrete
6093,1008104614,closed_structure,one,yes,metal,concrete
6096,1008104642,closed_structure,one,yes,metal,concrete
6097,1008104652,closed_structure,one,yes,metal,concrete
6098,1008643048,closed_structure,one,yes,metal,concrete
6099,1008643049,closed_structure,one,yes,unclear,concrete
6100,1008643064,closed_structure,one,no,metal,concrete
6101,1008643065,closed_structure,one,no,metal,concrete
6102,1008643069,closed_structure,one,no,metal,concrete
6104,1008643075,unclear,one,yes,unclear,concrete
6105,1008848555,closed_structure,one,yes,shingles,concrete
6109,1008867065,unclear,one,yes,unclear,concrete
6113,1010204658,closed_structure,one,yes,metal,concrete
6116,1011670364,partial,one,yes,metal,concrete
6117,1012017813,closed_structure,one,yes,metal,wood
6118,1012017917,closed_structure,one,yes,metal,concrete
6121,1012017920,partial,one,yes,metal,concrete
6124,1012017934,closed_structure,one,yes,metal,concrete
6125,1012017935,closed_structure,one,yes,metal,concrete
6128,1255192262,unclear,one,yes,metal,concrete
